"School","Year","Metric","Value","Headcount"
"NIA","12-13","Age","25 - 29","932"
"NIA","13-14","Age","25 - 29","1024"
"NIA","14-15","Age","25 - 29","988"
"NIA","15-16","Age","25 - 29","1150"
"NIA","12-13","Age","30 - 34","336"
"NIA","13-14","Age","30 - 34","365"
"NIA","14-15","Age","30 - 34","392"
"NIA","15-16","Age","30 - 34","359"
"NIA","12-13","Age","35 - 39","186"
"NIA","13-14","Age","35 - 39","187"
"NIA","14-15","Age","35 - 39","194"
"NIA","15-16","Age","35 - 39","213"
"NIA","12-13","Age","40 - 44","144"
"NIA","13-14","Age","40 - 44","155"
"NIA","14-15","Age","40 - 44","154"
"NIA","15-16","Age","40 - 44","150"
"NIA","12-13","Age","45 - 49","80"
"NIA","13-14","Age","45 - 49","82"
"NIA","14-15","Age","45 - 49","72"
"NIA","15-16","Age","45 - 49","77"
"NIA","12-13","Age","50 - 54","42"
"NIA","13-14","Age","50 - 54","39"
"NIA","14-15","Age","50 - 54","42"
"NIA","15-16","Age","50 - 54","38"
"NIA","12-13","Age","55 - 59","23"
"NIA","13-14","Age","55 - 59","25"
"NIA","14-15","Age","55 - 59","29"
"NIA","15-16","Age","55 - 59","14"
"NOR","12-13","Age","0 - 17","19"
"NOR","13-14","Age","0 - 17","22"
"NOR","14-15","Age","0 - 17","14"
"NOR","15-16","Age","0 - 17","19"
"NOR","12-13","Age","18 - 19","305"
"NOR","13-14","Age","18 - 19","335"
"NOR","14-15","Age","18 - 19","332"
"NOR","15-16","Age","18 - 19","309"
"NOR","12-13","Age","20 - 24","549"
"NOR","13-14","Age","20 - 24","554"
"NOR","14-15","Age","20 - 24","508"
"NOR","15-16","Age","20 - 24","495"
"NOR","12-13","Age","25 - 29","156"
"NOR","13-14","Age","25 - 29","166"
"NOR","14-15","Age","25 - 29","168"
"NOR","15-16","Age","25 - 29","177"
"NOR","12-13","Age","30 - 34","103"
"NOR","13-14","Age","30 - 34","99"
"NOR","14-15","Age","30 - 34","103"
"NOR","15-16","Age","30 - 34","91"
"NOR","12-13","Age","35 - 39","59"
"NOR","13-14","Age","35 - 39","52"
"NOR","14-15","Age","35 - 39","53"
"NOR","15-16","Age","35 - 39","64"
"NOR","12-13","Age","40 - 44","46"
"NOR","13-14","Age","40 - 44","31"
"NOR","14-15","Age","40 - 44","29"
"NOR","15-16","Age","40 - 44","33"
"NOR","12-13","Age","45 - 49","31"
"NOR","13-14","Age","45 - 49","25"
"NOR","14-15","Age","45 - 49","14"
"NOR","15-16","Age","45 - 49","23"
"NOR","12-13","Age","50 - 54","22"
"NOR","13-14","Age","50 - 54","17"
"NOR","14-15","Age","50 - 54","17"
"NOR","15-16","Age","50 - 54","13"
"NOR","12-13","Age","55 - 59","12"
"NOR","13-14","Age","55 - 59",
"NOR","14-15","Age","55 - 59",
"NOR","15-16","Age","55 - 59",
"SAU","12-13","Age","0 - 17","48"
"SAU","13-14","Age","0 - 17","50"
"SAU","14-15","Age","0 - 17","37"
"SAU","15-16","Age","0 - 17","42"
"SAU","12-13","Age","18 - 19","752"
"SAU","13-14","Age","18 - 19","798"
"SAU","14-15","Age","18 - 19","763"
"SAU","15-16","Age","18 - 19","726"
"SAU","12-13","Age","20 - 24","948"
"SAU","13-14","Age","20 - 24","982"
"SAU","14-15","Age","20 - 24","988"
"SAU","15-16","Age","20 - 24","1011"
"SAU","12-13","Age","25 - 29","268"
"SAU","13-14","Age","25 - 29","284"
"SAU","14-15","Age","25 - 29","273"
"SAU","15-16","Age","25 - 29","277"
"SAU","12-13","Age","30 - 34","137"
"SAU","13-14","Age","30 - 34","134"
"SAU","14-15","Age","30 - 34","118"
"SAU","15-16","Age","30 - 34","101"
"SAU","12-13","Age","35 - 39","82"
"SAU","13-14","Age","35 - 39","83"
"SAU","14-15","Age","35 - 39","70"
"SAU","15-16","Age","35 - 39","58"
"SAU","12-13","Age","40 - 44","56"
"SAU","13-14","Age","40 - 44","67"
"SAU","14-15","Age","40 - 44","51"
"SAU","15-16","Age","40 - 44","40"
"SAU","12-13","Age","45 - 49","31"
"SAU","13-14","Age","45 - 49","34"
"SAU","14-15","Age","45 - 49","32"
"SAU","15-16","Age","45 - 49","34"
"SAU","12-13","Age","50 - 54","22"
"SAU","13-14","Age","50 - 54","19"
"SAU","14-15","Age","50 - 54","12"
"SAU","15-16","Age","50 - 54","16"
"SEN","12-13","Age","0 - 17","318"
"SEN","13-14","Age","0 - 17","322"
"SEN","14-15","Age","0 - 17","359"
"SEN","15-16","Age","0 - 17","400"
"SEN","12-13","Age","18 - 19","4835"
"SEN","13-14","Age","18 - 19","5076"
"SEN","14-15","Age","18 - 19","5361"
"SEN","15-16","Age","18 - 19","5528"
"SEN","12-13","Age","20 - 24","9586"
"SEN","13-14","Age","20 - 24","10070"
"SEN","14-15","Age","20 - 24","9926"
"SEN","15-16","Age","20 - 24","10358"
"SEN","12-13","Age","25 - 29","2785"
"SEN","13-14","Age","25 - 29","2931"
"SEN","14-15","Age","25 - 29","3058"
"SEN","15-16","Age","25 - 29","3195"
"SEN","12-13","Age","30 - 34","908"
"SEN","13-14","Age","30 - 34","1008"
"SEN","14-15","Age","30 - 34","1037"
"SEN","15-16","Age","30 - 34","1072"
"SEN","12-13","Age","35 - 39","607"
"SEN","13-14","Age","35 - 39","558"
"SEN","14-15","Age","35 - 39","539"
"SEN","15-16","Age","35 - 39","570"
"SEN","12-13","Age","40 - 44","426"
"SEN","13-14","Age","40 - 44","419"
"SEN","14-15","Age","40 - 44","404"
"SEN","15-16","Age","40 - 44","389"
"SEN","12-13","Age","45 - 49","209"
"SEN","13-14","Age","45 - 49","239"
"SEN","14-15","Age","45 - 49","236"
"SEN","15-16","Age","45 - 49","240"
"SEN","12-13","Age","50 - 54","115"
"SEN","13-14","Age","50 - 54","118"
"SEN","14-15","Age","50 - 54","105"
"SEN","15-16","Age","50 - 54","116"
"SEN","12-13","Age","55 - 59","38"
"SEN","13-14","Age","55 - 59","34"
"SEN","14-15","Age","55 - 59","21"
"SEN","15-16","Age","55 - 59","26"
"SEN","12-13","Age","60+",
"SEN","13-14","Age","60+",
"SEN","14-15","Age","60+",
"SEN","15-16","Age","60+","11"
"SHE","12-13","Age","0 - 17","292"
"SHE","13-14","Age","0 - 17","350"
"SHE","14-15","Age","0 - 17","356"
"SHE","15-16","Age","0 - 17","430"
"SHE","12-13","Age","18 - 19","4996"
"SHE","13-14","Age","18 - 19","5260"
"SHE","14-15","Age","18 - 19","5577"
"SHE","15-16","Age","18 - 19","6037"
"SHE","12-13","Age","20 - 24","8605"
"SHE","13-14","Age","20 - 24","8604"
"SHE","14-15","Age","20 - 24","8567"
"SHE","15-16","Age","20 - 24","8931"
"SHE","12-13","Age","25 - 29","1807"
"SHE","13-14","Age","25 - 29","1945"
"SHE","14-15","Age","25 - 29","1926"
"SHE","15-16","Age","25 - 29","1957"
"SHE","12-13","Age","30 - 34","552"
"SHE","13-14","Age","30 - 34","560"
"SHE","14-15","Age","30 - 34","586"
"SHE","15-16","Age","30 - 34","527"
"SHE","12-13","Age","35 - 39","322"
"SHE","13-14","Age","35 - 39","318"
"SHE","14-15","Age","35 - 39","308"
"SHE","15-16","Age","35 - 39","338"
"SHE","12-13","Age","40 - 44","217"
"SHE","13-14","Age","40 - 44","200"
"SHE","14-15","Age","40 - 44","213"
"SHE","15-16","Age","40 - 44","228"
"SHE","12-13","Age","45 - 49","145"
"SHE","13-14","Age","45 - 49","123"
"SHE","14-15","Age","45 - 49","120"
"SHE","15-16","Age","45 - 49","136"
"SHE","12-13","Age","50 - 54","85"
"SHE","13-14","Age","50 - 54","73"
"SHE","14-15","Age","50 - 54","59"
"SHE","15-16","Age","50 - 54","52"
"SHE","12-13","Age","55 - 59","34"
"SHE","13-14","Age","55 - 59","32"
"SHE","14-15","Age","55 - 59","37"
"SHE","15-16","Age","55 - 59","25"
"SHE","12-13","Age","60+","51"
"SHE","13-14","Age","60+","14"
"SHE","14-15","Age","60+","37"
"SHE","15-16","Age","60+",
"SLA","12-13","Age","0 - 17","116"
"SLA","13-14","Age","0 - 17","137"
"SLA","14-15","Age","0 - 17","106"
"SLA","15-16","Age","0 - 17","117"
"SLA","12-13","Age","18 - 19","1834"
"SLA","13-14","Age","18 - 19","2029"
"SLA","14-15","Age","18 - 19","2060"
"SLA","15-16","Age","18 - 19","1939"
"SLA","12-13","Age","20 - 24","2689"
"SLA","13-14","Age","20 - 24","3103"
"SLA","14-15","Age","20 - 24","3017"
"SLA","15-16","Age","20 - 24","3014"
"SLA","12-13","Age","25 - 29","651"
"SLA","13-14","Age","25 - 29","822"
"SLA","14-15","Age","25 - 29","848"
"SLA","15-16","Age","25 - 29","897"
"SLA","12-13","Age","30 - 34","274"
"SLA","13-14","Age","30 - 34","296"
"SLA","14-15","Age","30 - 34","274"
"SLA","15-16","Age","30 - 34","270"
"SLA","12-13","Age","35 - 39","165"
"SLA","13-14","Age","35 - 39","178"
"SLA","14-15","Age","35 - 39","164"
"SLA","15-16","Age","35 - 39","166"
"SLA","12-13","Age","40 - 44","113"
"SLA","13-14","Age","40 - 44","104"
"SLA","14-15","Age","40 - 44","90"
"SLA","15-16","Age","40 - 44","80"
"SLA","12-13","Age","45 - 49","66"
"SLA","13-14","Age","45 - 49","74"
"SLA","14-15","Age","45 - 49","60"
"SLA","15-16","Age","45 - 49","60"
"SLA","12-13","Age","50 - 54","42"
"SLA","13-14","Age","50 - 54","34"
"SLA","14-15","Age","50 - 54","32"
"SLA","15-16","Age","50 - 54","31"
"SLA","12-13","Age","55 - 59",
"SLA","13-14","Age","55 - 59","21"
"SLA","14-15","Age","55 - 59","15"
"SLA","15-16","Age","55 - 59","14"
"SLA","12-13","Age","ST LAWRENCE","5964"
"SLA","13-14","Age","ST LAWRENCE","6802"
"SLA","14-15","Age","ST LAWRENCE","6668"
"SLA","15-16","Age","ST LAWRENCE","6591"
"SSF","12-13","Age","0 - 17","107"
"SSF","13-14","Age","0 - 17","120"
"SSF","14-15","Age","0 - 17","116"
"SSF","15-16","Age","0 - 17","125"
"SSF","12-13","Age","18 - 19","1971"
"SSF","13-14","Age","18 - 19","2030"
"SSF","14-15","Age","18 - 19","2059"
"SSF","15-16","Age","18 - 19","2071"
"SSF","12-13","Age","20 - 24","2641"
"SSF","13-14","Age","20 - 24","2636"
"SSF","14-15","Age","20 - 24","2566"
"SSF","15-16","Age","20 - 24","2456"
"SSF","12-13","Age","25 - 29","614"
"SSF","13-14","Age","25 - 29","587"
"SSF","14-15","Age","25 - 29","652"
"SSF","15-16","Age","25 - 29","659"
"SSF","12-13","Age","30 - 34","159"
"SSF","13-14","Age","30 - 34","184"
"SSF","14-15","Age","30 - 34","189"
"SSF","15-16","Age","30 - 34","179"
"SSF","12-13","Age","35 - 39","102"
"SSF","13-14","Age","35 - 39","101"
"SSF","14-15","Age","35 - 39","87"
"SSF","15-16","Age","35 - 39","107"
"SSF","12-13","Age","40 - 44","77"
"SSF","13-14","Age","40 - 44","73"
"SSF","14-15","Age","40 - 44","54"
"SSF","15-16","Age","40 - 44","58"
"SSF","12-13","Age","45 - 49","56"
"SSF","13-14","Age","45 - 49","55"
"SSF","14-15","Age","45 - 49","53"
"SSF","15-16","Age","45 - 49","43"
"SSF","12-13","Age","50 - 54","36"
"SSF","13-14","Age","50 - 54","34"
"SSF","14-15","Age","50 - 54","26"
"SSF","15-16","Age","50 - 54","18"
"SSF","12-13","Age","55 - 59","16"
"SSF","13-14","Age","55 - 59","14"
"SSF","14-15","Age","55 - 59","11"
"SSF","15-16","Age","55 - 59","15"
"SCL","12-13","Age","0 - 17","144"
"SCL","13-14","Age","0 - 17","177"
"SCL","14-15","Age","0 - 17","166"
"SCL","15-16","Age","0 - 17","192"
"SCL","12-13","Age","18 - 19","2443"
"SCL","13-14","Age","18 - 19","2689"
"SCL","14-15","Age","18 - 19","2924"
"SCL","15-16","Age","18 - 19","2845"
"SCL","12-13","Age","20 - 24","3420"
"SCL","13-14","Age","20 - 24","3472"
"SCL","14-15","Age","20 - 24","3641"
"SCL","15-16","Age","20 - 24","3772"
"SCL","12-13","Age","25 - 29","879"
"SCL","13-14","Age","25 - 29","821"
"SCL","14-15","Age","25 - 29","839"
"SCL","15-16","Age","25 - 29","901"
"SCL","12-13","Age","30 - 34","396"
"SCL","13-14","Age","30 - 34","397"
"SCL","14-15","Age","30 - 34","343"
"SCL","15-16","Age","30 - 34","330"
"SCL","12-13","Age","35 - 39","282"
"SCL","13-14","Age","35 - 39","267"
"SCL","14-15","Age","35 - 39","232"
"SCL","15-16","Age","35 - 39","225"
"SCL","12-13","Age","40 - 44","214"
"SCL","13-14","Age","40 - 44","197"
"SCL","14-15","Age","40 - 44","164"
"SCL","15-16","Age","40 - 44","160"
"SCL","12-13","Age","45 - 49","174"
"SCL","13-14","Age","45 - 49","131"
"SCL","14-15","Age","45 - 49","109"
"SCL","15-16","Age","45 - 49","91"
"SCL","12-13","Age","50 - 54","78"
"SCL","13-14","Age","50 - 54","56"
"SCL","14-15","Age","50 - 54","59"
"SCL","15-16","Age","50 - 54","55"
"SCL","12-13","Age","55 - 59","21"
"SCL","13-14","Age","55 - 59","19"
"SCL","14-15","Age","55 - 59","20"
"SCL","15-16","Age","55 - 59","21"
"SCL","12-13","Age","ST CLAIR","8058"
"SCL","13-14","Age","ST CLAIR","8231"
"SCL","14-15","Age","ST CLAIR","8499"
"SCL","15-16","Age","ST CLAIR","8596"
"ALG","12-13","Campus","HIPC","251"
"ALG","13-14","Campus","HIPC","284"
"ALG","14-15","Campus","HIPC","285"
"ALG","15-16","Campus","HIPC","315"
"ALG","12-13","Campus","OVPC","695"
"ALG","13-14","Campus","OVPC","723"
"ALG","14-15","Campus","OVPC","728"
"ALG","15-16","Campus","OVPC","730"
"ALG","12-13","Campus","WOCA","15122"
"ALG","13-14","Campus","WOCA","15837"
"ALG","14-15","Campus","WOCA","16012"
"ALG","15-16","Campus","WOCA","16390"
"BOR","12-13","Campus","HEAR","37"
"BOR","13-14","Campus","HEAR","33"
"BOR","14-15","Campus","HEAR","33"
"BOR","15-16","Campus","HEAR","21"
"BOR","12-13","Campus","KAPU","20"
"BOR","13-14","Campus","KAPU","25"
"BOR","14-15","Campus","KAPU","24"
"BOR","15-16","Campus","KAPU","26"
"BOR","12-13","Campus","MACA","1120"
"BOR","13-14","Campus","MACA","1058"
"BOR","14-15","Campus","MACA","924"
"BOR","15-16","Campus","MACA","963"
"BOR","12-13","Campus","NELI","16"
"BOR","13-14","Campus","NELI","20"
"BOR","14-15","Campus","NELI","16"
"BOR","15-16","Campus","NELI",
"BOR","12-13","Campus","NLAL","24"
"BOR","13-14","Campus","NLAL",
"BOR","14-15","Campus","NLAL","86"
"BOR","15-16","Campus","NLAL","56"
"BOR","12-13","Campus","NIPI","32"
"BOR","13-14","Campus","NIPI","22"
"BOR","14-15","Campus","NIPI","23"
"BOR","15-16","Campus","NIPI","24"
"BOR","12-13","Campus","TIMM","78"
"BOR","13-14","Campus","TIMM","99"
"BOR","14-15","Campus","TIMM","98"
"BOR","15-16","Campus","TIMM","88"
"BOR","12-13","Campus","TORO","237"
"BOR","13-14","Campus","TORO","273"
"BOR","14-15","Campus","TORO","288"
"BOR","15-16","Campus","TORO","266"
"CAM","12-13","Campus","ESCA","14"
"CAM","13-14","Campus","ESCA",
"CAM","14-15","Campus","ESCA",
"CAM","15-16","Campus","ESCA",
"CAM","12-13","Campus","HBCA",
"CAM","13-14","Campus","HBCA",
"CAM","14-15","Campus","HBCA",
"CAM","15-16","Campus","HBCA","656"
"CAM","12-13","Campus","HYCA","621"
"CAM","13-14","Campus","HYCA","939"
"CAM","14-15","Campus","HYCA","663"
"CAM","15-16","Campus","HYCA","393"
"CAM","12-13","Campus","HVCA",
"CAM","13-14","Campus","HVCA",
"CAM","14-15","Campus","HVCA",
"CAM","15-16","Campus","HVCA","384"
"CAM","12-13","Campus","MNCA",
"CAM","13-14","Campus","MNCA",
"CAM","14-15","Campus","MNCA",
"CAM","15-16","Campus","MNCA",
"CAM","12-13","Campus","SUDB","4017"
"CAM","13-14","Campus","SUDB","4093"
"CAM","14-15","Campus","SUDB","4422"
"CAM","15-16","Campus","SUDB","4129"
"CAN","12-13","Campus","AEMU","17"
"CAN","13-14","Campus","AEMU",
"CAN","14-15","Campus","AEMU",
"CAN","15-16","Campus","AEMU",
"CAN","12-13","Campus","AVCA","230"
"CAN","13-14","Campus","AVCA","215"
"CAN","14-15","Campus","AVCA","188"
"CAN","15-16","Campus","AVCA","191"
"CAN","12-13","Campus","CDCA","1663"
"CAN","13-14","Campus","CDCA","1748"
"CAN","14-15","Campus","CDCA","1809"
"CAN","15-16","Campus","CDCA","1676"
"CAN","12-13","Campus","CCCA","528"
"CAN","13-14","Campus","CCCA","479"
"CAN","14-15","Campus","CCCA","418"
"CAN","15-16","Campus","CCCA","443"
"CAN","12-13","Campus","FNTI",
"CAN","13-14","Campus","FNTI",
"CAN","14-15","Campus","FNTI",
"CAN","15-16","Campus","FNTI","24"
"CAN","12-13","Campus","FOFR","32"
"CAN","13-14","Campus","FOFR","44"
"CAN","14-15","Campus","FOFR",
"CAN","15-16","Campus","FOFR",
"CAN","12-13","Campus","KTEI",
"CAN","13-14","Campus","KTEI",
"CAN","14-15","Campus","KTEI",
"CAN","15-16","Campus","KTEI",
"CAN","12-13","Campus","OLPD","57"
"CAN","13-14","Campus","OLPD","81"
"CAN","14-15","Campus","OLPD","119"
"CAN","15-16","Campus","OLPD","101"
"CAN","12-13","Campus","PSCA","25"
"CAN","13-14","Campus","PSCA","35"
"CAN","14-15","Campus","PSCA","31"
"CAN","15-16","Campus","PSCA","32"
"CAN","12-13","Campus","STAN",
"CAN","13-14","Campus","STAN",
"CAN","14-15","Campus","STAN","70"
"CAN","15-16","Campus","STAN","249"
"CEN","12-13","Campus","ASCA","1870"
"CEN","13-14","Campus","ASCA","1997"
"CEN","14-15","Campus","ASCA","2161"
"CEN","15-16","Campus","ASCA","2141"
"CEN","12-13","Campus","CSTC","3063"
"CEN","13-14","Campus","CSTC","3018"
"CEN","14-15","Campus","CSTC","3109"
"CEN","15-16","Campus","CSTC","3364"
"CEN","12-13","Campus","CCCO","984"
"CEN","13-14","Campus","CCCO","1019"
"CEN","14-15","Campus","CCCO","1046"
"CEN","15-16","Campus","CCCO","1144"
"CEN","12-13","Campus","PLSI","11"
"CEN","13-14","Campus","PLSI","15"
"CEN","14-15","Campus","PLSI","25"
"CEN","15-16","Campus","PLSI","17"
"CEN","12-13","Campus","PRCA","7388"
"CEN","13-14","Campus","PRCA","7810"
"CEN","14-15","Campus","PRCA","7952"
"CEN","15-16","Campus","PRCA","8289"
"CFD","12-13","Campus","DIED","65"
"CFD","13-14","Campus","DIED","65"
"CFD","14-15","Campus","DIED","77"
"CFD","15-16","Campus","DIED","89"
"CFD","12-13","Campus","DRYD",
"CFD","13-14","Campus","DRYD",
"CFD","14-15","Campus","DRYD","72"
"CFD","15-16","Campus","DRYD","67"
"CFD","12-13","Campus","LAWO",
"CFD","13-14","Campus","LAWO","86"
"CFD","14-15","Campus","LAWO","88"
"CFD","15-16","Campus","LAWO","81"
"CFD","12-13","Campus","RRDC","91"
"CFD","13-14","Campus","RRDC","93"
"CFD","14-15","Campus","RRDC","83"
"CFD","15-16","Campus","RRDC","88"
"CFD","12-13","Campus","THBA","3070"
"CFD","13-14","Campus","THBA","3000"
"CFD","14-15","Campus","THBA","3063"
"CFD","15-16","Campus","THBA","3074"
"CST","12-13","Campus","BRAN","21"
"CST","13-14","Campus","BRAN","47"
"CST","14-15","Campus","BRAN","74"
"CST","15-16","Campus","BRAN","104"
"CST","12-13","Campus","CAMB","1328"
"CST","13-14","Campus","CAMB","1516"
"CST","14-15","Campus","CAMB","1578"
"CST","15-16","Campus","CAMB","1712"
"CST","12-13","Campus","DOON","7850"
"CST","13-14","Campus","DOON","8078"
"CST","14-15","Campus","DOON","8141"
"CST","15-16","Campus","DOON","8426"
"CST","12-13","Campus","GUEL","395"
"CST","13-14","Campus","GUEL","477"
"CST","14-15","Campus","GUEL","514"
"CST","15-16","Campus","GUEL","477"
"CST","12-13","Campus","INGE","80"
"CST","13-14","Campus","INGE","66"
"CST","14-15","Campus","INGE","69"
"CST","15-16","Campus","INGE","90"
"CST","12-13","Campus","WATE","787"
"CST","13-14","Campus","WATE","622"
"CST","14-15","Campus","WATE","628"
"CST","15-16","Campus","WATE","683"
"DUR","12-13","Campus","MCOC","7880"
"DUR","13-14","Campus","MCOC","7962"
"DUR","14-15","Campus","MCOC","8092"
"DUR","15-16","Campus","MCOC","8121"
"DUR","12-13","Campus","PLSI","129"
"DUR","13-14","Campus","PLSI","130"
"DUR","14-15","Campus","PLSI","147"
"DUR","15-16","Campus","PLSI","153"
"DUR","12-13","Campus","WHCA","810"
"DUR","13-14","Campus","WHCA","1548"
"DUR","14-15","Campus","WHCA","1649"
"DUR","15-16","Campus","WHCA","1729"
"FAN","12-13","Campus","JNAC","142"
"FAN","13-14","Campus","JNAC","179"
"FAN","14-15","Campus","JNAC","173"
"FAN","15-16","Campus","JNAC","109"
"FAN","12-13","Campus","LOND","13623"
"FAN","13-14","Campus","LOND","13946"
"FAN","14-15","Campus","LOND","13771"
"FAN","15-16","Campus","LOND","13934"
"FAN","12-13","Campus","OCCA","219"
"FAN","13-14","Campus","OCCA","286"
"FAN","14-15","Campus","OCCA","309"
"FAN","15-16","Campus","OCCA","372"
"FAN","12-13","Campus","STEC","244"
"FAN","13-14","Campus","STEC","238"
"FAN","14-15","Campus","STEC","217"
"FAN","15-16","Campus","STEC","266"
"GEO","12-13","Campus","BACA","7066"
"GEO","13-14","Campus","BACA","7272"
"GEO","14-15","Campus","BACA","7409"
"GEO","15-16","Campus","BACA","7344"
"GEO","12-13","Campus","MICA","129"
"GEO","13-14","Campus","MICA","156"
"GEO","14-15","Campus","MICA","153"
"GEO","15-16","Campus","MICA","131"
"GEO","12-13","Campus","MUCA","30"
"GEO","13-14","Campus","MUCA","59"
"GEO","14-15","Campus","MUCA","50"
"GEO","15-16","Campus","MUCA","43"
"GEO","12-13","Campus","OGCA","78"
"GEO","13-14","Campus","OGCA","84"
"GEO","14-15","Campus","OGCA","93"
"GEO","15-16","Campus","OGCA","97"
"GEO","12-13","Campus","OLCA","1522"
"GEO","13-14","Campus","OLCA","1597"
"GEO","14-15","Campus","OLCA","1616"
"GEO","15-16","Campus","OLCA","1505"
"GEO","12-13","Campus","OSCA","778"
"GEO","13-14","Campus","OSCA","853"
"GEO","14-15","Campus","OSCA","738"
"GEO","15-16","Campus","OSCA","725"
"GEO","12-13","Campus","SGBC","84"
"GEO","13-14","Campus","SGBC","93"
"GEO","14-15","Campus","SGBC","74"
"GEO","15-16","Campus","SGBC","110"
"GBR","12-13","Campus","CALO","4426"
"GBR","13-14","Campus","CALO","4752"
"GBR","14-15","Campus","CALO","5160"
"GBR","15-16","Campus","CALO","5514"
"GBR","12-13","Campus","HTCE","2933"
"GBR","13-14","Campus","HTCE","3210"
"GBR","14-15","Campus","HTCE","3286"
"GBR","15-16","Campus","HTCE","3202"
"GBR","12-13","Campus","MCSJ","6740"
"GBR","13-14","Campus","MCSJ","7184"
"GBR","14-15","Campus","MCSJ","7453"
"GBR","15-16","Campus","MCSJ","7701"
"GBR","12-13","Campus","RYER","728"
"GBR","13-14","Campus","RYER","874"
"GBR","14-15","Campus","RYER","928"
"GBR","15-16","Campus","RYER","864"
"GBR","12-13","Campus","WACA","2325"
"GBR","13-14","Campus","WACA","2654"
"GBR","14-15","Campus","WACA","2953"
"GBR","15-16","Campus","WACA","3055"
"GBR","12-13","Campus","YCTP","101"
"GBR","13-14","Campus","YCTP","96"
"GBR","14-15","Campus","YCTP","111"
"GBR","15-16","Campus","YCTP","99"
"HUM","12-13","Campus","LCTR","7912"
"HUM","13-14","Campus","LCTR","8410"
"HUM","14-15","Campus","LCTR","8751"
"HUM","15-16","Campus","LCTR","9116"
"HUM","12-13","Campus","NOCA","15030"
"HUM","13-14","Campus","NOCA","15349"
"HUM","14-15","Campus","NOCA","14900"
"HUM","15-16","Campus","NOCA","15395"
"HUM","12-13","Campus","OGCA","191"
"HUM","13-14","Campus","OGCA","179"
"HUM","14-15","Campus","OGCA","172"
"HUM","15-16","Campus","OGCA","198"
"LAC","12-13","Campus","ALFR",
"LAC","13-14","Campus","ALFR",
"LAC","14-15","Campus","ALFR",
"LAC","15-16","Campus","ALFR","67"
"LAC","12-13","Campus","CDTO","13"
"LAC","13-14","Campus","CDTO",
"LAC","14-15","Campus","CDTO",
"LAC","15-16","Campus","CDTO",
"LAC","12-13","Campus","MACA","4414"
"LAC","13-14","Campus","MACA","4380"
"LAC","14-15","Campus","MACA","4313"
"LAC","15-16","Campus","MACA","4267"
"LAM","12-13","Campus","LITO",
"LAM","13-14","Campus","LITO",
"LAM","14-15","Campus","LITO",
"LAM","15-16","Campus","LITO","397"
"LAM","12-13","Campus","MACA","3484"
"LAM","13-14","Campus","MACA","3289"
"LAM","14-15","Campus","MACA","3116"
"LAM","15-16","Campus","MACA","3073"
